sentence_id	yes_no	aspect_sentiment	sentence	ner_tags
39	0	service general neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant general positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant general negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant general neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food quality positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food quality negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food quality neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	1	food style_options positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O B I I I O O O O O O O O O O O O O O O
39	0	food style_options negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food style_options neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food prices positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food prices negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food prices neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant miscellaneous positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant miscellaneous negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant miscellaneous neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks quality positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks quality negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks quality neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks prices positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks prices negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks prices neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	ambience general positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	ambience general negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	ambience general neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks style_options positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks style_options negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks style_options neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	location general positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	location general negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	location general neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant prices positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant prices negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant prices neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
69	1	service general positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O B O O O O O
69	0	service general negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	service general neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	restaurant general positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	restaurant general negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	restaurant general neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	1	food quality positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O B O O O O O O O O O O O
69	0	food quality negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	food quality neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	1	food style_options positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O B I O O O O O O O O O O O O O
69	0	food style_options negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	food style_options neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	food prices positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	food prices negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	food prices neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	1	restaurant miscellaneous positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O B O O O O O O O O O O O O O O O O O
69	0	restaurant miscellaneous negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	restaurant miscellaneous neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks quality positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks quality negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks quality neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks prices positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks prices negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks prices neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	ambience general positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	ambience general negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	ambience general neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks style_options positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks style_options negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	drinks style_options neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	location general positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	location general negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	location general neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	restaurant prices positive	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	restaurant prices negative	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
69	0	restaurant prices neutral	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	O O O O O O O O O O O O O O O O O O O
74	0	service general positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	service general negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	service general neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	1	restaurant general positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O B I O
74	0	restaurant general negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant general neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food quality positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food quality negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food quality neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food style_options positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food style_options negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food style_options neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food prices positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food prices negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food prices neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant miscellaneous positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant miscellaneous negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant miscellaneous neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks quality positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks quality negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks quality neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks prices positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks prices negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks prices neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	ambience general positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	ambience general negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	ambience general neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks style_options positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks style_options negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks style_options neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	location general positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	location general negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	location general neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant prices positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant prices negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant prices neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
98	0	service general positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	service general negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	service general neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant general positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant general negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant general neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food quality positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food quality negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food quality neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food style_options positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food style_options negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food style_options neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food prices positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food prices negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food prices neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant miscellaneous positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant miscellaneous negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant miscellaneous neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks quality positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks quality negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks quality neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks prices positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks prices negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks prices neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	ambience general positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	ambience general negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	ambience general neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks style_options positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks style_options negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks style_options neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	1	location general positive	Located at the end of a magnificent block .	O O O O O O O B O
98	0	location general negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	location general neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant prices positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant prices negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant prices neutral	Located at the end of a magnificent block .	O O O O O O O O O
107	0	service general positive	but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
107	0	service general negative	but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
107	0	service general neutral	but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
107	0	restaurant general positive	but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
107	0	restaurant general negative	but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
107	0	restaurant general neutral	but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
107	0	food quality positive	but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
107	0	food quality negative	but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
